Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Praveen Rajesh,Dentist,MDS,14 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(196 votes),₹ 500 fee
Dr. Prabala K V,Dentist,MDS,12 Years Experience Overall  (11 years as specialist),"Yelahanka New Town, Bangalore",Bangalore,99%,(113 votes),₹ 350 fee
Dr. D N Naveen,Dentist,MDS,29 Years Experience Overall,"New Thippasandra, Bangalore",Bangalore,97%,(71 votes),₹ 500 fee
Dr. Sonal Sinha,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(42 votes),₹ 500 fee
Dr. Aditi Chandra,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(330 votes),₹ 600 fee
Dr. Aarti Goel,Dentist,MDS,11 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(24 votes),₹ 350 fee
Dr. Nikita Singh,Dentist,MDS,8 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(34 votes),₹ 300 fee
Dr. Supritha Atavali,Dentist,MDS,6 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(27 votes),₹ 500 fee
Dr. Mohan Thomas Nainan,Dentist,MDS,32 Years Experience Overall  (31 years as specialist),"Kammana Halli, Bangalore",Bangalore,100%,(39 votes),₹ 300 fee
Dr. Nitish Mathur,Dentist,MDS,10 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,80%,(15 votes),₹ 350 fee
Dr. Jeevitha.K.V,Dentist,MDS,10 Years Experience Overall,"Koramangala, Bangalore",Bangalore,80%,(15 votes),₹ 300 fee
Dr. Shruthi Chandrashekhar Katti,Dentist,MDS,10 Years Experience Overall  (8 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,95%,(40 votes),₹ 300 fee
Dr. Sravani Rudra Raju,Dentist,MDS,13 Years Experience Overall,"Electronics City, Bangalore",Bangalore,95%,(40 votes),₹ 300 fee
Dr. Ronald Tejpaul,Dentist,MDS,7 Years Experience Overall  (5 years as specialist),"Singasandra, Bangalore",Bangalore,95%,(40 votes),₹ 200 fee
Dr. Shantanu Prakash,Dentist,MDS,8 Years Experience Overall,"Vasanthnagar, Bangalore",Bangalore,95%,(40 votes),₹ 600 fee
Dr. Abhishek Shetty,Dentist,MDS,13 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,98%,(135 votes),₹ 300 fee
Dr. Abhishek Shetty,Dentist,MDS,13 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,98%,(135 votes),₹ 300 fee
Dr. Sainath Adsare,Dentist,MDS,12 Years Experience Overall  (11 years as specialist),"JP Nagar, Bangalore",Bangalore,99%,(266 votes),₹ 200 fee
Dr. Dheeraj Setia,Dentist,MDS,22 Years Experience Overall,"Panchsheel Park, Delhi",Delhi,98%,(277 votes),₹ 1000 fee
Dr. Varun Raj Kumar,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Saket, Delhi",Delhi,100%,(31 votes),₹ 1000 fee
Dr. Anil Kohli,Dentist,MDS,46 Years Experience Overall,"Lajpat Nagar, Delhi",Delhi,97%,(877 votes),₹ 1000 fee
Dr. Jyoti Ahlawat,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Vasundhra Enclave, Delhi",Delhi,99%,(137 votes),₹ 500 fee
Dr. Shivani Mangal,Dentist,MDS,12 Years Experience Overall  (11 years as specialist),"Dwarka Sector 23, Delhi",Delhi,100%,(163 votes),₹ 300 fee
Dr. Pankaj Rao,Dentist,MDS,17 Years Experience Overall,"Dwarka, Delhi",Delhi,97%,(1195 votes),₹ 500 fee
Dr. Namrata Sharma,Dentist,MDS,13 Years Experience Overall  (11 years as specialist),"Vasant Kunj, Delhi",Delhi,100%,(32 votes),₹ 700 fee
Dr. Archana Bhardwaj,Dentist,MDS,18 Years Experience Overall  (17 years as specialist),"South Extension 1, Delhi",Delhi,99%,(142 votes),₹ 800 fee
Dr. Shikha Goel,Dentist,MDS,17 Years Experience Overall,"Malviya Nagar, Delhi",Delhi,98%,(824 votes),₹ 500 fee
Dr. Shivani Agarwal,Dentist,MDS,23 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,99%,(141 votes),₹ 700 fee
Dr. Meenu,Dentist,MDS,14 Years Experience Overall,"Dwarka Sector 9, Delhi",Delhi,100%,(14 votes),₹ 500 fee
Dr. Siddhartha Pujari,Dentist,MDS,21 Years Experience Overall  (20 years as specialist),"Greater Kailash Part 2, Delhi",Delhi,100%,(208 votes),₹ 700 fee
Dr. Purva Shrivastava,Dentist,MDS,12 Years Experience Overall,"Paschim Vihar, Delhi",Delhi,100%,(20 votes),₹ 500 fee
Dr. Sanneya Manchanda,Dentist,MDS,10 Years Experience Overall  (9 years as specialist),"Jangpura, Delhi",Delhi,100%,(133 votes),₹ 400 fee
Dr. Preeti Jain Pruthi,Dentist,MDS,17 Years Experience Overall  (16 years as specialist),"Krishna Nagar, Delhi",Delhi,97%,(72 votes),₹ 300 fee
Dr. Gaurav Bhardwaj,Dentist,MDS,12 Years Experience Overall  (7 years as specialist),"Rohini, Delhi",Delhi,97%,(62 votes),₹ 500 fee
Dr. Aarushi Dogra,Dentist,MDS,11 Years Experience Overall  (8 years as specialist),"Dwarka Sector 7, Delhi",Delhi,100%,(36 votes),₹ 500 fee
Dr. Deepak Punhani,Dentist,MDS,24 Years Experience Overall  (23 years as specialist),"Vikas Puri, Delhi",Delhi,97%,(564 votes),₹ 500 fee
Dr. Atul Gupta,Dentist,MDS,24 Years Experience Overall  (23 years as specialist),"Ashok Vihar, Delhi",Delhi,95%,(265 votes),₹ 1000 fee
Dr. Surbhi Anand,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"East Of Kailash, Delhi",Delhi,99%,(114 votes),₹ 800 fee
Dr. Manish Gupta,Dentist,MDS,29 Years Experience Overall  (22 years as specialist),"Munirka, Delhi",Delhi,99%,(365 votes),₹ 1000 fee
Dr. Arvinder Kaur,Dentist,MDS,13 Years Experience Overall,"IP Extension, Delhi",Delhi,100%,(175 votes),₹ 350 fee
Dr. Ravi Dahiya,Dentist,MDS,13 Years Experience Overall,"Rohini Sector 15, Delhi",Delhi,99%,(168 votes),₹ 500 fee
Dr. Sarveshwari Singh,Dentist,MDS,7 Years Experience Overall,"Panchsheel Park, Delhi",Delhi,99%,(168 votes),₹ 1000 fee
Dr. Natasha Raura,Dentist,MDS,5 Years Experience Overall,"Panchsheel Park, Delhi",Delhi,99%,(168 votes),₹ 1000 fee
Dr. Shreya Gulati,Dentist,MDS,7 Years Experience Overall,"Rajouri Garden, Delhi",Delhi,99%,(168 votes),₹ 1000 fee
Dr. Heena Gandhi,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Shalimar Bagh, Delhi",Delhi,99%,(153 votes),₹ 300 fee
Dr. Jaynit Tandon,Dentist,MDS,5 Years Experience Overall,"Hari Nagar, Delhi",Delhi,100%,(22 votes),₹ 300 fee
Dr. Gaurav Walia,Dentist,MDS,22 Years Experience Overall  (21 years as specialist),"Sarita Vihar, Delhi",Delhi,97%,(467 votes),₹ 500 fee
Dr. Nishtha Agarwal,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Patparganj, Delhi",Delhi,78%,(36 votes),₹ 600 fee
Dr. Shiana Bansal,Dentist,MDS,12 Years Experience Overall  (11 years as specialist),"Janakpuri, Delhi",Delhi,100%,(15 votes),₹ 500 fee
Dr. Kanishka Dua,Dentist,MDS,15 Years Experience Overall,"Saket, Delhi",Delhi,100%,(15 votes),₹ 1200 fee
Dr. Nishant Gandhi,Dentist,MDS,17 Years Experience Overall  (16 years as specialist),"Powai, Mumbai",Mumbai,98%,(406 votes),₹ 500 fee
Dr. Sanket Sheth,Dentist,MDS,16 Years Experience Overall,"Ghatkopar East, Mumbai",Mumbai,99%,(376 votes),₹ 500 fee
Dr. Siddhi Dinesh Prabhu,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"Grant Road, Mumbai",Mumbai,100%,(109 votes),₹ 300 fee
Dr. Gaurav Poplai,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Bandra West, Mumbai",Mumbai,99%,(99 votes),₹ 500 fee
Dr. Sonia Anare,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Parel, Mumbai",Mumbai,100%,(33 votes),₹ 500 fee
Dr. Zeeshan Ladhani,Dentist,MDS,11 Years Experience Overall,"Colaba, Mumbai",Mumbai,100%,(34 votes),₹ 500 fee
Dr. Meeta Malik,Dentist,MDS,16 Years Experience Overall  (15 years as specialist),"Bandra West, Mumbai",Mumbai,99%,(288 votes),₹ 800 fee
Dr. Hetal Kothari,Dentist,MDS,26 Years Experience Overall  (24 years as specialist),"Santacruz West, Mumbai",Mumbai,100%,(210 votes),₹ 500 fee
Dr. Amit Oswal,Dentist,MDS,14 Years Experience Overall  (12 years as specialist),"Lal baug, Mumbai",Mumbai,94%,(342 votes),₹ 200 fee
Dr. Manish Ranade,Dentist,MDS,23 Years Experience Overall,"Vileparle East, Mumbai",Mumbai,99%,(549 votes),₹ 500 fee
Dr. Nihar P Thakkar,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"Mulund West, Mumbai",Mumbai,100%,(12 votes),₹ 300 fee
Dr. Farhath Sayed,Dentist,MDS,12 Years Experience Overall  (10 years as specialist),"Lokhandwala, Mumbai",Mumbai,97%,(39 votes),₹ 1000 fee
Dr. Tamara Lopez,Dentist,MDS,13 Years Experience Overall,"Bandra West, Mumbai",Mumbai,100%,(17 votes),₹ 500 fee
Dr. Harsh Haren Shah,Dentist,MDS,13 Years Experience Overall,"Mira Road, Mumbai",Mumbai,99%,(571 votes),₹ 200 fee
Dr. Pranav Thakkar,Dentist,MDS,9 Years Experience Overall  (8 years as specialist),"Mulund West, Mumbai",Mumbai,100%,(13 votes),₹ 500 fee
Dr. Priyadarshini Seal,Dentist,MDS,7 Years Experience Overall,"Chembur, Mumbai",Mumbai,99%,(183 votes),₹ 500 fee
Dr. Madhavi Shetty,Dentist,MDS,10 Years Experience Overall  (9 years as specialist),"Turner Road, Mumbai",Mumbai,100%,(14 votes),₹ 500 fee
Dr. Chandni Nayak,Dentist,MDS,8 Years Experience Overall,"Tardeo, Mumbai",Mumbai,100%,(14 votes),₹ 1000 fee
Dr. Adit B. Mehta,Dentist,MDS,17 Years Experience Overall,"Vileparle East, Mumbai",Mumbai,99%,(174 votes),₹ 600 fee
Dr. Ajay Bajaj,Dentist,MDS,30 Years Experience Overall  (29 years as specialist),"Juhu, Mumbai",Mumbai,96%,(868 votes),₹ 500 fee
Dr. Divya Sinha,Dentist,MDS,14 Years Experience Overall,"Chembur East, Mumbai",Mumbai,100%,(33 votes),₹ 500 fee
Dr. Abhijit V. Shetty,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Chembur, Mumbai",Mumbai,98%,(127 votes),₹ 300 fee
Dr. Sulabhi Shyam,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"Andheri West, Mumbai",Mumbai,100%,(75 votes),₹ 500 fee
Dr. Ramona S Thakur,Dentist,MDS,32 Years Experience Overall,"Powai, Mumbai",Mumbai,96%,(239 votes),₹ 400 fee
Dr. Siddarth Naik,Dentist,MDS,25 Years Experience Overall  (23 years as specialist),"Chembur, Mumbai",Mumbai,98%,(192 votes),₹ 500 fee
Dr. Darshan Shah,Dentist,MDS,13 Years Experience Overall  (10 years as specialist),"Santacruz East, Mumbai",Mumbai,94%,(33 votes),₹ 0 fee
Dr. Sruthi Somasundaran,Dentist,MDS,6 Years Experience Overall,"JB Nagar, Mumbai",Mumbai,94%,(67 votes),₹ 500 fee
Dr. Nitin K Hariyani,Dentist,MDS,10 Years Experience Overall  (9 years as specialist),"Andheri West, Mumbai",Mumbai,100%,(11 votes),₹ 390 fee
Dr. Satya T Reddy,Dentist,MDS,17 Years Experience Overall  (16 years as specialist),"HSR Layout, Bangalore",Bangalore,94%,(36 votes),₹ 500 fee
Dr. Sarika Solanki,Dentist,MDS,21 Years Experience Overall,"Dwarka, Delhi",Delhi,98%,(43 votes),₹ 600 fee
Dr. Raju Srinivas,Dentist,MDS,27 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,97%,(189 votes),₹ 500 fee
Dr. Gautam Kikeri,Dentist,MDS,25 Years Experience Overall  (23 years as specialist),"Powai, Mumbai",Mumbai,100%,(46 votes),₹ 700 fee
Dr. Tarun Ahuja,Dentist,MDS,19 Years Experience Overall  (15 years as specialist),"Vijaynagar, Delhi",Delhi,94%,(428 votes),₹ 500 fee
Dr. Rita Mukherjee,Dentist,MDS,47 Years Experience Overall  (46 years as specialist),"Old Airport Road, Bangalore",Bangalore,100%,(11 votes),₹ 600 fee
Dr. Viraj Chopra,Dentist,MDS,32 Years Experience Overall,"New Friends Colony, Delhi",Delhi,99%,(72 votes),₹ 1500 fee
Dr. Rupal Agrawal,Dentist,MDS,26 Years Experience Overall,"Dwarka, Delhi",Delhi,95%,(133 votes),₹ 1000 fee
Dr. T. Ramakrishna,Dentist,MDS,25 Years Experience Overall,"JP Nagar 7 Phase, Bangalore",Bangalore,95%,(747 votes),₹ 500 fee
Dr. Prithvi B S,Dentist,MDS,19 Years Experience Overall  (18 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,98%,(95 votes),₹ 500 fee
Dr. Vinay Anvekar,Dentist,MDS,20 Years Experience Overall  (18 years as specialist),"BTM Layout 1st Stage, Bangalore",Bangalore,97%,(304 votes),₹ 200 fee
Dr. Lokesh Babu,Dentist,MDS,24 Years Experience Overall,"Whitefield, Bangalore",Bangalore,99%,(131 votes),₹ 850 fee
Dr. Sanjay Mohanchandra,Dentist,MDS,35 Years Experience Overall,"JP Nagar 6 Phase, Bangalore",Bangalore,97%,(209 votes),₹ 500 fee
Dr. Idris Md,Dentist,MDS,14 Years Experience Overall  (8 years as specialist),"Jayanagar, Bangalore",Bangalore,99%,(342 votes),₹ 300 fee
Dr. Raghavendra K,Dentist,MDS,26 Years Experience Overall  (25 years as specialist),"Rajajinagar, Bangalore",Bangalore,95%,(150 votes),₹ 500 fee
Dr. Srihari  V,Dentist,MDS,20 Years Experience Overall  (19 years as specialist),"KR Puram, Bangalore",Bangalore,99%,(498 votes),₹ 500 fee
Dr. Anwar Syed,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Panathur, Bangalore",Bangalore,99%,(325 votes),₹ 300 fee
Dr. Girish G,Dentist,MDS,19 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,100%,(54 votes),₹ 300 fee
Dr. Akash Shaju,Dentist,MDS,10 Years Experience Overall,"Kasturi nagar, Bangalore",Bangalore,100%,(19 votes),₹ 300 fee
Dr. Aditi Garg,Dentist,MDS,15 Years Experience Overall  (6 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(38 votes),₹ 500 fee
Dr. Jijo Jacob,Dentist,MDS,11 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,100%,(113 votes),₹ 400 fee
Dr. Suhas Prabhakar,Dentist,MDS,14 Years Experience Overall  (13 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,98%,(48 votes),₹ 300 fee
Dr. Saurabh Gupta,Dentist,MDS,14 Years Experience Overall,"Kanakpura Road, Bangalore",Bangalore,100%,(32 votes),₹ 500 fee
Dr. Amul Eknath Gandhi,Dentist,MDS,14 Years Experience Overall,"Kalyan Nagar, Bangalore",Bangalore,100%,(15 votes),₹ 850 fee
Dr. Vani U Bhat,Dentist,MDS,11 Years Experience Overall,"Kanakpura Road, Bangalore",Bangalore,94%,(192 votes),₹ 300 fee
Dr. Chethana,Dentist,MDS,26 Years Experience Overall  (23 years as specialist),"Harlur, Bangalore",Bangalore,100%,(13 votes),₹ 600 fee
Dr. K Bala Vikhram,Dentist,MDS,19 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(22 votes),₹ 550 fee
Dr. Kiran D N,Dentist,MDS,27 Years Experience Overall  (26 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(85 votes),₹ 500 fee
Dr. Shameel Ahmed Shariff,Dentist,MDS,11 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(68 votes),₹ 200 fee
Dr. Swetha Murali,Dentist,MDS,10 Years Experience Overall,"Kengeri, Bangalore",Bangalore,100%,(13 votes),₹ 300 fee
Dr. Keshini M P,Dentist,MDS,8 Years Experience Overall,"Banaswadi, Bangalore",Bangalore,100%,(13 votes),₹ 300 fee
Dr. Nishath Sabreen,Dentist,MDS,11 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,100%,(13 votes),₹ 750 fee
Dr. Sumukh M,Dentist,MDS,12 Years Experience Overall,"Basaveshwaranagar, Bangalore",Bangalore,99%,(237 votes),₹ 300 fee
Dr. Veerendra,Dentist,MDS,16 Years Experience Overall  (15 years as specialist),"KR Puram, Bangalore",Bangalore,90%,(42 votes),₹ 400 fee
Dr. Rohit,Dentist,MDS,16 Years Experience Overall,"Hanumanthnagar, Bangalore",Bangalore,97%,(35 votes),₹ 700 fee
Dr. Vamsi  Krishna Kommineni,Dentist,MDS,20 Years Experience Overall  (14 years as specialist),"Basavanagudi, Bangalore",Bangalore,100%,(28 votes),₹ 0 fee
Dr. Manjunath  Subramanyam,Dentist,MDS,9 Years Experience Overall,"Jayanagar 3 Block, Bangalore",Bangalore,100%,(39 votes),₹ 650 fee
Dr. Aditya T N,Dentist,MDS,21 Years Experience Overall  (19 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,95%,(40 votes),₹ 800 fee
Dr. Saikrrupa S P,Dentist,MDS,8 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,95%,(40 votes),₹ 300 fee
Dr. Shreya BM,Dentist,MDS,7 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,95%,(40 votes),₹ 600 fee
Dr. Amit Kumar,Dentist,MDS,22 Years Experience Overall  (21 years as specialist),"Mahadevapura, Bangalore",Bangalore,98%,(130 votes),₹ 350 fee
Dr. Kishan Paniker G,Dentist,MDS,23 Years Experience Overall  (20 years as specialist),"Sarjapur Road, Bangalore",Bangalore,94%,(142 votes),₹ 300 fee
Dr. Madhukeshwar Naik,Dentist,MDS,25 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,98%,(157 votes),₹ 200 fee
Dr. Vishwannath Hiremath,Dentist,MDS,26 Years Experience Overall  (25 years as specialist),"Yelachenahalli, Bangalore",Bangalore,94%,(234 votes),₹ 200 fee
Dr. Kaushik Pai S H,Dentist,MDS,13 Years Experience Overall  (11 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(17 votes),₹ 500 fee
Dr. Kaushik Pai S H,Dentist,MDS,13 Years Experience Overall  (11 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(17 votes),₹ 500 fee
Dr. C M Adarsh,Dentist,MDS,21 Years Experience Overall,"Domlur, Bangalore",Bangalore,95%,(74 votes),₹ 500 fee
Dr. Vaibhav Nagaraj,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"Basavanagudi, Bangalore",Bangalore,94%,(120 votes),₹ 200 fee
Dr. Janak Raj Sabharwal,Dentist,MDS,42 Years Experience Overall  (41 years as specialist),"Vikas Puri, Delhi",Delhi,96%,(384 votes),₹ 1000 fee
Dr. Avantika Sharma,Dentist,MDS,10 Years Experience Overall  (9 years as specialist),"Dwarka Sector 12, Delhi",Delhi,100%,(29 votes),₹ 500 fee
Dr. Surya Prakash Bharadwaj,Dentist,MDS,18 Years Experience Overall  (17 years as specialist),"Dwarka, Delhi",Delhi,99%,(705 votes),₹ 500 fee
Dr. Manju Kaushik,Dentist,MDS,30 Years Experience Overall,"Lajpat Nagar, Delhi",Delhi,99%,(746 votes),₹ 500 fee
Dr. Ramandeep Singh Chawla,Dentist,MDS,13 Years Experience Overall  (12 years as specialist),"Janakpuri, Delhi",Delhi,100%,(80 votes),₹ 400 fee
Dr. Lalit Kumar,Dentist,MDS,18 Years Experience Overall,"Vikas Puri, Delhi",Delhi,98%,(54 votes),₹ 500 fee
Dr. Shreya Krishna,Dentist,MDS,12 Years Experience Overall  (11 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(73 votes),₹ 800 fee
Dr. Anuja,Dentist,MDS,25 Years Experience Overall,"Chitra Vihar, Delhi",Delhi,100%,(23 votes),₹ 400 fee
Dr. Nitesh Motwani,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Andheri West, Mumbai",Mumbai,98%,(299 votes),₹ 400 fee
Dr. Ashwini Bhalerao,Dentist,MDS,30 Years Experience Overall,"Andheri West, Mumbai",Mumbai,97%,(863 votes),₹ 1000 fee
Dr. Adil Gandevivala,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Tardeo, Mumbai",Mumbai,99%,(75 votes),₹ 500 fee
Dr. Angad Shetye,Dentist,MDS,13 Years Experience Overall  (8 years as specialist),"Kandivali West, Mumbai",Mumbai,100%,(16 votes),₹ 500 fee
Dr. Ankesh Jain,Dentist,MDS,13 Years Experience Overall  (11 years as specialist),"Mazgaon, Mumbai",Mumbai,100%,(54 votes),₹ 800 fee
Dr. Mazin Deshmukh,Dentist,MDS,9 Years Experience Overall  (8 years as specialist),"Mira Road, Mumbai",Mumbai,100%,(16 votes),₹ 500 fee
Dr. Mangesh Govardhan Mohod,Dentist,MDS,11 Years Experience Overall  (10 years as specialist),"Kandivali East, Mumbai",Mumbai,100%,(46 votes),₹ 500 fee
Dr. Aishwarya Nair,Dentist,MDS,15 Years Experience Overall  (14 years as specialist),"Tardeo, Mumbai",Mumbai,99%,(125 votes),₹ 1000 fee
Dr. Shruti Purohit,Dentist,MDS,12 Years Experience Overall,"Kandivali East, Mumbai",Mumbai,97%,(39 votes),₹ 300 fee
Dr. Abhijit Pawar,Dentist,MDS,21 Years Experience Overall,"Powai, Mumbai",Mumbai,100%,(139 votes),₹ 200 fee
Dr. Shouvik Chowdhury,Dentist,MDS,17 Years Experience Overall,"Bhandup West, Mumbai",Mumbai,100%,(21 votes),₹ 300 fee
Dr. Manish Purohit,Dentist,MDS,13 Years Experience Overall  (11 years as specialist),"Kandivali East, Mumbai",Mumbai,98%,(287 votes),₹ 100 fee
Dr. Arun.H  Garg,Dentist,MDS,38 Years Experience Overall,"Chembur East, Mumbai",Mumbai,96%,(141 votes),₹ 500 fee
Dr. Yazad R Gandhi,Dentist,MDS,26 Years Experience Overall  (25 years as specialist),"Kemps Corner, Mumbai",Mumbai,98%,(443 votes),₹ 1200 fee
Dr. Urmil Arora,Dentist,MDS,58 Years Experience Overall  (57 years as specialist),"Khar West, Mumbai",Mumbai,98%,(192 votes),₹ 300 fee
Dr. Rahul N. Patil,Dentist,MDS,16 Years Experience Overall  (15 years as specialist),"Chandivali, Mumbai",Mumbai,94%,(67 votes),₹ 400 fee
Dr. Rakesh Sorathia,Dentist,MDS,14 Years Experience Overall  (11 years as specialist),"Bandra West, Mumbai",Mumbai,100%,(55 votes),₹ 500 fee
Dr. Pooja Jain,Dentist,MDS,22 Years Experience Overall  (20 years as specialist),"Goregaon West, Mumbai",Mumbai,94%,(17 votes),₹ 500 fee
Dr. Vinay Singh Yadav,Dentist,MDS,6 Years Experience Overall,"VV Puram, Bangalore",Bangalore,100%,(21 votes),₹ 350 fee
Dr. Praveen Yadav,Dentist,MDS,12 Years Experience Overall,"Uttam Nagar, Delhi",Delhi,100%,(15 votes),₹ 300 fee
Dr. Anurag Singh,Dentist,MDS,23 Years Experience Overall  (21 years as specialist),"Saket, Delhi",Delhi,98%,(231 votes),₹ 1500 fee
