Speciality,Year_of_experience,Location,City,dp_score,consultation_fee,npv(votes),Degree
Physiotherapist,4,Andheri East,Mumbai,98,1000,196,BPTh/BPT
Physiotherapist,4,Borivali West,Mumbai,100,600,11,BPTh/BPT
Physiotherapist,23,Mahim,Mumbai,99,2000,84,BPTh/BPT
Physiotherapist,23,Hajiali,Mumbai,99,1500,153,BPTh/BPT
Physiotherapist,7,Andheri,Mumbai,100,500,13,BPTh/BPT
Physiotherapist,15,Oshiwara,Mumbai,100,350,13,BPTh/BPT
Physiotherapist,13,Borivali West,Mumbai,94,500,63,BPTh/BPT
Physiotherapist,20,Kandivali West,Mumbai,99,1200,81,BPTh/BPT
Physiotherapist,8,Chembur,Mumbai,99,700,81,BPTh/BPT
Physiotherapist,18,Vileparle East,Mumbai,98,2000,386,BPTh/BPT
Physiotherapist,13,Cuffe Parade,Mumbai,100,350,27,BPTh/BPT
Physiotherapist,9,Kandivali East,Mumbai,100,400,27,BPTh/BPT
Physiotherapist,2,Andheri,Mumbai,100,500,24,BPTh/BPT
Physiotherapist,16,Borivali,Mumbai,98,500,48,BPTh/BPT
Physiotherapist,14,Borivali West,Mumbai,100,1000,51,BPTh/BPT
Physiotherapist,6,Chembur East,Mumbai,100,600,51,BPTh/BPT
Physiotherapist,15,Kandivali,Mumbai,97,400,108,BPTh/BPT
Physiotherapist,28,Worli,Mumbai,98,4000,1277,BPTh/BPT
Physiotherapist,13,Kandivali West,Mumbai,96,1000,339,BPTh/BPT
Physiotherapist,11,Ghatkopar East,Mumbai,96,0,339,BPTh/BPT
Physiotherapist,8,Powai,Mumbai,96,0,339,BPTh/BPT
Physiotherapist,4,Andheri East,Mumbai,98,500,132,BPTh/BPT
Physiotherapist,15,Powai,Mumbai,98,800,132,BPTh/BPT
Physiotherapist,20,Powai,Mumbai,96,500,23,BPTh/BPT
Physiotherapist,17,Worli,Mumbai,96,1000,23,BPTh/BPT
Physiotherapist,9,Khar West,Mumbai,100,1500,22,BPTh/BPT
Physiotherapist,6,Vileparle East,Mumbai,100,1200,22,BPTh/BPT
Physiotherapist,19,Powai,Mumbai,100,800,22,BPTh/BPT
Physiotherapist,19,Worli,Mumbai,91,500,11,BPTh/BPT
Physiotherapist,6,Dhobi Talao,Mumbai,91,600,11,BPTh/BPT
Physiotherapist,7,Andheri,Mumbai,88,500,16,BPTh/BPT
Physiotherapist,3,Tardeo,Mumbai,88,800,16,BPTh/BPT
Physiotherapist,7,Borivali,Mumbai,88,0,16,BPTh/BPT
Physiotherapist,4,Andheri,Mumbai,88,500,16,BPTh/BPT
Physiotherapist,13,Pitampura,Delhi,92,800,12,BPTh/BPT
Physiotherapist,12,Andheri West,Mumbai,100,600,88,BPTh/BPT
Physiotherapist,26,Andheri West,Mumbai,97,1500,697,MPTh/MPT
Physiotherapist,14,Preet Vihar,Delhi,97,400,120,BPTh/BPT
Physiotherapist,15,KR Puram,Bangalore,100,1200,74,BPTh/BPT
Chiropractor,15,Dwarka Sector 6,Delhi,99,700,354,BPTh/BPT
Physiotherapist,15,Dwarka Sector 6,Delhi,99,700,354,BPTh/BPT
Physiotherapist,26,Banashankari 2nd Stage,Bangalore,97,400,807,BPTh/BPT
Physiotherapist,19,Kalyan Nagar,Bangalore,99,700,115,BPTh/BPT
Physiotherapist,7,Worli,Mumbai,88,1000,16,BPTh/BPT
Physiotherapist,12,HSR Layout,Bangalore,98,600,172,MPTh/MPT
Physiotherapist,14,Frazer Town,Bangalore,98,400,174,MPTh/MPT
Physiotherapist,19,HSR Layout,Bangalore,89,550,18,MPTh/MPT
Physiotherapist,17,Hennur,Bangalore,98,550,215,MPTh/MPT
Physiotherapist,12,BTM Layout,Bangalore,100,500,27,MPTh/MPT
Physiotherapist,8,Indiranagar,Bangalore,100,1500,27,MPTh/MPT
Physiotherapist,19,Bannerghatta Road,Bangalore,98,600,157,MPTh/MPT
Physiotherapist,8,Koramangala 5 Block,Bangalore,100,700,11,MPTh/MPT
Physiotherapist,16,Chattarpur,Delhi,99,300,119,MPTh/MPT
Physiotherapist,12,Rajouri Garden,Delhi,100,600,62,MPTh/MPT
Physiotherapist,14,Mulund West,Mumbai,97,700,224,MPTh/MPT
Physiotherapist,16,Prabhadevi,Mumbai,100,1000,13,MPTh/MPT
Physiotherapist,11,Powai,Mumbai,98,1000,132,MPTh/MPT
Physiotherapist,15,Bannerghatta Road,Bangalore,82,400,28,BPTh/BPT
Physiotherapist,15,Peenya,Bangalore,100,500,118,BPTh/BPT
Physiotherapist,16,Ashoknagar,Bangalore,100,500,27,MPT/MPTh
Physiotherapist,6,Whitefield,Bangalore,100,800,118,MPT/MPTh
Physiotherapist,10,Electronics City,Bangalore,100,600,11,MPT/MPTh
Physiotherapist,15,Rohini,Delhi,98,400,125,MPT/MPTh
Physiotherapist,13,Vileparle East,Mumbai,100,600,12,MPT/MPTh
Physiotherapist,9,Sarjapur Road,Bangalore,100,500,27,MPT/MPTh
Physiotherapist,15,South Extension 1,Delhi,100,800,28,MPT/MPTh
Physiotherapist,18,Safdarjung Development Area,Delhi,100,1000,20,MPT/MPTh
Physiotherapist,14,HSR Layout,Bangalore,98,500,53,MPT/MPTh
Physiotherapist,10,Dasarahalli,Bangalore,100,500,43,MPT/MPTh
Physiotherapist,5,Mahadevapura,Bangalore,97,500,58,MPT/MPTh
Physiotherapist,23,Malleswaram,Bangalore,96,700,56,MPT/MPTh
Physiotherapist,12,Indiranagar,Bangalore,99,1500,113,MPT/MPTh
Physiotherapist,7,Bellandur,Bangalore,100,650,12,MPT/MPTh
Physiotherapist,17,CR Park,Delhi,98,800,301,MPT/MPTh
Physiotherapist,7,Mahipalpur,Delhi,97,700,60,MPT/MPTh
Physiotherapist,15,Ghatkopar East,Mumbai,96,1000,56,MPT/MPTh
Physiotherapist,13,Prabhadevi,Mumbai,100,1000,13,MPT/MPTh
Physiotherapist,7,Santacruz West,Mumbai,100,2000,27,MPT/MPTh
Physiotherapist,6,Chembur,Mumbai,100,700,13,MPT/MPTh
Physiotherapist,15,Churchgate,Mumbai,91,0,11,MPT/MPTh
Physiotherapist,9,Linking Road,Mumbai,91,0,11,MPT/MPTh
Physiotherapist,4,Powai,Mumbai,88,860,16,MPT/MPTh
Physiotherapist,10,Powai,Mumbai,92,0,12,MPT/MPTh
Physiotherapist,11,Hebbal,Bangalore,100,700,68,MPT/MPTh
Physiotherapist,15,Whitefield,Bangalore,97,500,67,MPT/MPTh
Physiotherapist,13,Kundalahalli,Bangalore,99,550,113,MPT/MPTh
Physiotherapist,18,Anand Vihar,Delhi,100,500,33,MPT/MPTh
Physiotherapist,13,Patel Nagar,Delhi,98,1000,127,MPT/MPTh
Physiotherapist,15,Greater Kailash Part 1,Delhi,85,1000,13,MPT/MPTh
Physiotherapist,14,Vikhroli,Mumbai,100,500,117,MPT/MPTh
Physiotherapist,17,Chembur,Mumbai,97,1000,962,MPT/MPTh
Physiotherapist,11,Worli,Mumbai,100,1500,11,MPT/MPTh
Physiotherapist,7,Indiranagar,Bangalore,100,0,11,MPT/MPTh
Physiotherapist,17,Marathahalli,Bangalore,94,400,755,MPT/MPTh
Physiotherapist,6,Vasanthnagar,Bangalore,100,1500,27,MPT/MPTh
Physiotherapist,14,Hoodi,Bangalore,100,350,77,MPT/MPTh
Physiotherapist,8,Nandini Layout,Bangalore,82,350,28,MPT/MPTh
Physiotherapist,14,Dwarka Sector 14,Delhi,99,600,111,MPT/MPTh
Physiotherapist,18,Munirka,Delhi,98,600,59,MPT/MPTh
Physiotherapist,12,Safdarjung Development Area,Delhi,98,1000,53,MPT/MPTh
Physiotherapist,17,Kirti Nagar,Delhi,80,1000,89,MPT/MPTh
Physiotherapist,19,Prashant Vihar,Delhi,95,500,314,MPT/MPTh
Physiotherapist,11,Karkardooma,Delhi,100,1000,102,MPT/MPTh
Physiotherapist,21,Kalkaji,Delhi,100,700,13,MPT/MPTh
Physiotherapist,19,Hauz Khas,Delhi,94,1000,54,MPT/MPTh
Physiotherapist,15,Rajouri Garden,Delhi,99,800,116,MPT/MPTh
Physiotherapist,14,Vikas Puri,Delhi,100,300,58,MPT/MPTh
Physiotherapist,14,Andheri West,Mumbai,100,800,27,MPT/MPTh
Physiotherapist,8,Powai,Mumbai,100,700,88,MPT/MPTh
Physiotherapist,17,Saket,Delhi,94,700,266,MPT/MPTh
Physiotherapist,16,Hennur,Bangalore,93,550,42,MPT/MPTh
Physiotherapist,8,Malleswaram,Bangalore,100,0,20,MPT/MPTh
Physiotherapist,2,Rajanukunte,Bangalore,100,1500,11,MPT/MPTh
Physiotherapist,9,Siri Fort Road,Delhi,100,1000,11,MPT/MPTh
Physiotherapist,17,Defence Colony,Delhi,95,1000,314,MPT/MPTh
Physiotherapist,5,Safdarjung Enclave,Delhi,98,700,66,MPT/MPTh
Physiotherapist,14,Rohini,Delhi,97,500,87,MPT/MPTh
Physiotherapist,13,Bandra West,Mumbai,89,1300,19,MPT/MPTh
Physiotherapist,5,Malad West,Mumbai,100,700,88,MPT/MPTh
Physiotherapist,25,Powai,Mumbai,98,530,132,MPT/MPTh
Physiotherapist,24,JP Nagar 7 Phase,Bangalore,96,450,101,MPT/MPTh
Physiotherapist,5,Whitefield,Bangalore,98,800,215,MPT/MPTh
Physiotherapist,13,Ghatkopar East,Mumbai,99,1000,198,BPTh/BPT
Dietitian/Nutritionist,20,Andheri West,Mumbai,100,1500,31,BSc
Dietitian/Nutritionist,13,Paschim Vihar,Delhi,97,2000,34,BSc
Dietitian/Nutritionist,18,Worli,Mumbai,99,1500,162,BSc
Dietitian/Nutritionist,11,Andheri West,Mumbai,99,0,96,BSc
Dietitian/Nutritionist,11,Saket,Delhi,97,4000,39,MSc
Dietitian/Nutritionist,10,Whitefield,Bangalore,99,800,121,MSc
Dietitian/Nutritionist,7,Whitefield,Bangalore,99,800,121,MSc
Dietitian/Nutritionist,5,Indiranagar,Bangalore,100,600,40,MSc
Dietitian/Nutritionist,23,Powai,Mumbai,99,1200,77,MSc
Dietitian/Nutritionist,33,Chembur East,Mumbai,98,2500,258,MSc
Physiotherapist,24,Banashankari 1st Stage,Bangalore,100,500,12,MPT/MPTh
Physiotherapist,22,Ghatkopar East,Mumbai,100,700,114,BSc
Physiotherapist,45,Opera House,Mumbai,100,500,13,BSc
Physiotherapist,41,Lokhandwala,Mumbai,97,1000,228,BSc
Physiotherapist,25,Powai,Mumbai,96,530,339,BSc
Physiotherapist,13,Powai,Mumbai,96,530,339,BSc
Dietitian/Nutritionist,20,Andheri West,Mumbai,100,0,17,BSc
Dietitian/Nutritionist,13,Kandivali West,Mumbai,97,800,275,BSc
Dietitian/Nutritionist,10,Andheri East,Mumbai,91,500,156,BSc
Dietitian/Nutritionist,9,Andheri West,Mumbai,97,1000,30,BSc
Dietitian/Nutritionist,20,Bandra,Mumbai,99,0,96,BSc
Dietitian/Nutritionist,5,HRBR Layout,Bangalore,100,600,40,BSc
Dietitian/Nutritionist,13,Girgaon,Mumbai,100,500,51,BSc
Dietitian/Nutritionist,29,Andheri West,Mumbai,100,1000,23,BSc
Dietitian/Nutritionist,4,Mulund West,Mumbai,97,450,30,BSc
Dietitian/Nutritionist,39,Ghitorni,Delhi,100,1000,12,BSc
Dietitian/Nutritionist,23,Malleswaram,Bangalore,97,600,117,BSc
Dietitian/Nutritionist,11,Shastri Nagar,Delhi,99,500,289,BSc
Dietitian/Nutritionist,23,Indiranagar,Bangalore,99,1000,121,BSc
Dietitian/Nutritionist,17,Kalyan Nagar,Bangalore,99,850,121,BSc
Physiotherapist,23,Ghatkopar East,Mumbai,91,0,11,BSc
Dietitian/Nutritionist,11,Pitampura,Delhi,100,1000,42,BSc
Dietitian/Nutritionist,9,Sanjay Nagar,Bangalore,92,700,13,BSc
Dermatologist,23,Defence Colony,Delhi,96,1000,415,DDVL
Dermatologist,13,Dadar East,Mumbai,98,1000,47,DDVL
Dermatologist,9,Sadashivanagar,Bangalore,96,600,51,DDVL
Dermatologist,13,Mahalakshmi Layout,Bangalore,100,600,15,DDVL
Dermatologist,7,Millers Road,Bangalore,92,1000,12,DDVL
Dermatologist,15,Padmanabhanagar,Bangalore,91,400,47,DDVL
Dermatologist,10,Greater Kailash Part 1,Delhi,89,1000,171,DDVL
Dermatologist,10,Mehrauli,Delhi,88,600,26,DDVL
Dermatologist,12,Dadar,Mumbai,91,700,11,DDVL
Gynecologist,13,Malad West,Mumbai,99,1000,94,DGO
Gynecologist,14,Dwarka Sector 22,Delhi,96,700,98,DNB
Infertility Specialist,14,Dwarka Sector 22,Delhi,96,700,98,DNB
Gynecologist,13,Electronics City,Bangalore,100,850,38,DNB
Infertility Specialist,13,Electronics City,Bangalore,100,850,38,DNB
Gynecologist,31,Kingsway Camp,Delhi,93,500,154,DNB
Gynecologist,26,Pusa Road,Delhi,92,1300,24,DNB
Gynecologist,16,Punjabi Bagh,Delhi,90,800,21,DNB
Infertility Specialist,31,Kingsway Camp,Delhi,93,500,154,DNB
Gynecologist,15,Vileparle East,Mumbai,99,1000,195,DNB
Infertility Specialist,15,Vileparle East,Mumbai,99,1000,195,DNB
Gynecologist,41,Matunga,Mumbai,100,2000,28,MD
Infertility Specialist,41,Matunga,Mumbai,100,2000,28,DGO
Gynecologist,17,Bhandup West,Mumbai,100,800,84,DGO
Gynecologist,12,Whitefield,Bangalore,87,400,15,DGO
Gynecologist,16,Greater Kailash Part 1,Delhi,99,1000,137,DGO
Gynecologist,16,Punjabi Bagh,Delhi,100,1000,223,DGO
Gynecologist,14,Connaught Place,Delhi,100,1000,71,DGO
Gynecologist,10,Moti Nagar,Delhi,73,1200,15,DGO
Infertility Specialist,16,Greater Kailash Part 1,Delhi,99,1000,137,DGO
Infertility Specialist,16,Punjabi Bagh,Delhi,100,1000,223,DGO
Gynecologist,43,Prabhadevi,Mumbai,100,1000,20,DGO
Gynecologist,20,Mira Road,Mumbai,99,400,93,DGO
Infertility Specialist,20,Mira Road,Mumbai,99,400,93,DGO
Gynecologist,16,Dwarka Sector 7,Delhi,99,600,152,DNB
Gynecologist,18,Andheri East,Mumbai,97,1000,249,DGO
Infertility Specialist,18,Andheri East,Mumbai,97,1000,249,DGO
Gynecologist,48,Malleswaram,Bangalore,83,700,52,DGO
Gynecologist,7,BTM Layout,Bangalore,88,700,16,DGO
Gynecologist,16,Banashankari,Bangalore,99,600,232,DGO
Pediatrician,25,Mahadevapura,Bangalore,92,700,48,Diploma
Pediatrician,32,Indiranagar,Bangalore,100,750,15,Diploma
Pediatrician,52,Shakti Nagar,Delhi,98,800,54,Diploma
Pediatrician,20,Andheri West,Mumbai,98,1500,385,Diploma
Pediatrician,11,Bannerghatta Road,Bangalore,66,850,35,Diploma
Pediatrician,16,Jogeshwari East,Mumbai,98,500,246,Diploma
Pediatrician,13,Mira Road,Mumbai,91,900,34,Diploma
Pediatrician,21,Old Airport Road,Bangalore,92,1150,50,Diploma
Dietitian/Nutritionist,6,Rajarajeshwarinagar,Bangalore,97,1500,33,Diploma
Dermatologist,18,Andheri West,Mumbai,93,3000,588,MBBS
Dietitian/Nutritionist,7,Rohini Sector 11,Delhi,89,300,18,Diploma
Dietitian/Nutritionist,18,Mulund West,Mumbai,98,250,346,Diploma
Dietitian/Nutritionist,5,Andheri West,Mumbai,98,1000,111,Diploma
Dietitian/Nutritionist,32,Rajouri Garden,Delhi,99,3500,498,DDPHN
Dietitian/Nutritionist,40,Rohini,Delhi,82,2500,33,DDPHN
Dietitian/Nutritionist,17,Vikas Puri,Delhi,94,700,16,DDPHN
Dietitian/Nutritionist,7,Shalimar Bagh,Delhi,100,1000,114,DDHN
Dietitian/Nutritionist,9,Kandivali West,Mumbai,97,1000,30,DDHN
Dietitian/Nutritionist,8,Borivali West,Mumbai,99,2000,96,DDHN
Dietitian/Nutritionist,1,Kadugodi,Bangalore,99,600,121,Diploma
Dietitian/Nutritionist,9,Ashok Vihar,Delhi,96,1000,2144,Diploma
Dietitian/Nutritionist,15,Punjabi Bagh,Delhi,99,1000,1589,Diploma
Orthopedist,15,Vasanthnagar,Bangalore,97,850,62,MBBS
Orthopedist,26,Kengeri,Bangalore,100,500,29,MBBS
Orthopedist,25,Jayanagar,Bangalore,89,800,94,MBBS
Orthopedist,21,Banaswadi,Bangalore,97,650,306,MBBS
Orthopedist,3,Uttarahalli,Bangalore,92,350,12,MBBS
Orthopedist,9,Malad West,Mumbai,100,1200,19,MBBS
Orthopedist,23,Malad West,Mumbai,92,1600,26,MBBS
Orthopedist,15,Andheri East,Mumbai,90,1000,21,MBBS
Physiotherapist,38,Greater Kailash Part 2,Delhi,92,1000,131,Diploma
Physiotherapist,6,Dwarka Sector 6,Delhi,94,500,54,Diploma
Physiotherapist,6,Dwarka Sector 1,Delhi,85,250,13,Diploma
Physiotherapist,11,Santacruz West,Mumbai,99,2500,170,Diploma
Dentist,12,Whitefield,Bangalore,99,350,215,BDS
Pulmonologist,25,HSR Layout,Bangalore,79,850,85,Diploma
Pulmonologist,20,Uttam Nagar,Delhi,90,1000,77,Diploma
Pulmonologist,11,Nagasandra,Bangalore,96,850,107,Diploma
Cardiologist,25,Saket,Delhi,88,1200,34,DM
Cardiologist,23,Koramangala 5 Block,Bangalore,96,700,25,DM
Cardiologist,22,Saket,Delhi,95,1800,37,DM
Cardiologist,19,Prabhadevi,Mumbai,100,2000,50,DM
Cardiologist,18,Chembur,Mumbai,99,1200,88,DM
Cardiologist,12,Chembur,Mumbai,88,1500,16,DM
Cardiologist,19,Electronics City,Bangalore,99,900,91,DM
Cardiologist,37,Bannerghatta Road,Bangalore,98,1000,988,DM
Cardiologist,24,Malleswaram,Bangalore,97,700,1608,DM
Cardiologist,19,Jayanagar,Bangalore,79,900,14,DM
Cardiologist,45,Patparganj,Delhi,37,1500,19,DM
Cardiologist,26,Koramangala 5 Block,Bangalore,99,700,91,DM
Rheumatologist,13,Janakpuri,Delhi,94,800,18,DM
Gastroenterologist,22,Girgaon,Mumbai,92,2500,25,DM
Gastroenterologist,18,HSR Layout,Bangalore,94,650,211,DM
Gastroenterologist,15,Whitefield,Bangalore,96,700,25,DM
Gastroenterologist,15,Sarita Vihar,Delhi,67,1500,73,DM
Gastroenterologist,14,Janakpuri,Delhi,94,1300,31,DM
Gastroenterologist,16,Kingsway Camp,Delhi,89,1000,213,DM
Gastroenterologist,13,Seshadripuram,Bangalore,97,740,37,DM
Neurologist,15,HSR Layout,Bangalore,94,1200,608,DM
Neurologist,17,Jayanagar,Bangalore,72,800,64,DM
Neurologist,30,Saket,Delhi,73,2200,85,DM
Neurologist,20,Yeshwanthpur,Bangalore,90,850,63,DM
Neurologist,37,Sheikh Sarai,Delhi,95,1800,109,DM
Neurologist,12,Ashoknagar,Bangalore,92,800,52,DM
Neurologist,7,Chembur,Mumbai,92,1000,12,DM
Neurologist,32,Patparganj,Delhi,95,1400,21,DM
Neurologist,6,Green Park,Delhi,100,1200,24,DM
Pulmonologist,17,Powai,Mumbai,81,1300,21,DM
Rheumatologist,15,Dwarka Sector 12,Delhi,92,700,12,DM
Cardiologist,15,Girgaon,Mumbai,95,2000,21,DNB
Dermatologist,17,Mulund East,Mumbai,99,800,96,DNB
Dermatologist,15,Andheri West,Mumbai,99,1000,1525,DNB
Dermatologist,19,Powai,Mumbai,95,1000,369,DNB
Dermatologist,13,Khar West,Mumbai,100,1000,53,DNB
Dermatologist,14,Panchsheel Park,Delhi,89,1200,44,DNB
Dermatologist,18,Andheri West,Mumbai,95,1000,310,DNB
Dermatologist,24,Mulund West,Mumbai,95,1000,1073,DNB
Dermatologist,13,Andheri East,Mumbai,100,1000,218,DNB
Gastroenterologist,29,Saket,Delhi,87,1500,15,DNB
Gastroenterologist,21,Whitefield,Bangalore,84,700,117,DNB
Gastroenterologist,28,Saket,Delhi,77,1700,13,DNB
Bariatric Surgeon,23,Old Airport Road,Bangalore,65,900,20,DNB
Bariatric Surgeon,28,Dadar,Mumbai,92,1000,24,DNB
Urologist,6,Malleswaram,Bangalore,68,800,41,DNB
Neurologist,13,Hebbal,Bangalore,98,1000,60,DNB
Neurologist,23,Yeshwanthpur,Bangalore,74,600,19,DNB
Neurosurgeon,13,Hebbal,Bangalore,98,1000,60,DNB
Neurosurgeon,14,Rajarajeshwarinagar,Bangalore,100,800,26,DNB
Neurosurgeon,23,Yeshwanthpur,Bangalore,74,600,19,DNB
Neurosurgeon,14,Chembur,Mumbai,95,1500,19,DNB
Neurosurgeon,20,Malad,Mumbai,95,3500,19,DNB
Neurosurgeon,6,Kandivali,Mumbai,92,2000,12,DNB
Gynecologist,27,JP Nagar,Bangalore,97,800,263,DNB
Gynecologist,31,Indiranagar,Bangalore,94,800,1791,DNB
Gynecologist,7,Sarjapur Road,Bangalore,85,600,40,DNB
Gynecologist,21,Chirag Delhi,Delhi,100,800,25,DNB
Gynecologist,17,Malad West,Mumbai,97,1000,88,DNB
Infertility Specialist,15,Borivali West,Mumbai,100,1200,174,DNB
Gynecologist,26,Kailash Colony,Delhi,94,1200,64,DNB
Infertility Specialist,26,Kailash Colony,Delhi,94,1200,64,DNB
Gynecologist,15,Andheri West,Mumbai,100,1200,1269,DNB
Infertility Specialist,15,Andheri West,Mumbai,100,1200,1269,DNB
Gynecologist,17,Kandivali East,Mumbai,96,1000,50,DNB
Gynecologist,19,Kandivali East,Mumbai,99,1000,103,DNB
Gynecologist,8,Andheri,Mumbai,100,800,28,DNB
Infertility Specialist,17,Kandivali East,Mumbai,96,1000,50,DNB
Infertility Specialist,8,Andheri,Mumbai,100,800,28,DNB
Gynecologist,15,Rajajinagar,Bangalore,100,500,47,DNB
Infertility Specialist,15,Rajajinagar,Bangalore,100,500,47,DNB
Gynecologist,15,Kandivali West,Mumbai,100,800,17,DNB
Infertility Specialist,15,Kandivali West,Mumbai,100,800,17,DNB
Gynecologist,35,HAL 3rd Stage,Bangalore,85,600,40,DNB
Gynecologist,32,Malad West,Mumbai,99,1000,639,DNB
Ophthalmologist,26,Nana Chowk,Mumbai,100,1000,311,DNB
Ophthalmologist,12,Malabar Hill,Mumbai,100,1200,26,DNB
Ophthalmologist,15,Andheri West,Mumbai,100,1000,170,DNB
Ophthalmologist,12,Chembur,Mumbai,97,1000,31,DNB
Ophthalmologist,13,Mulund West,Mumbai,100,800,35,DNB
Ophthalmologist,19,JP Nagar 7 Phase,Bangalore,99,600,91,DNB
Ophthalmologist,17,Dwarka Sector 23,Delhi,100,600,11,DNB
Orthopedist,17,Yeshwanthpur,Bangalore,97,500,135,DNB
Orthopedist,19,Rajarajeshwarinagar,Bangalore,99,500,540,DNB
Orthopedist,25,Pitampura,Delhi,96,900,155,DNB
Orthopedist,42,Dwarka Sector 12,Delhi,92,1000,25,DNB
Orthopedist,10,Ghatkopar West,Mumbai,100,1000,43,DNB
Orthopedist,15,Greater Kailash Part 1,Delhi,99,1000,621,DNB
Orthopedist,15,Jayanagar,Bangalore,97,750,72,DNB
Orthopedist,19,Whitefield,Bangalore,91,850,58,DNB
Orthopedist,14,Magrath Road,Bangalore,91,500,58,DNB
Orthopedist,28,Patel Nagar West,Delhi,89,900,332,DNB
Orthopedist,21,Shalimar Bagh,Delhi,98,1200,46,DNB
Orthopedist,15,Jayanagar,Bangalore,100,800,36,DNB
Orthopedist,33,Jayanagar 9 Block,Bangalore,91,800,1279,DNB
Pediatrician,13,Sarita Vihar,Delhi,100,1000,20,DNB
Pediatrician,20,Jayanagar 9 Block,Bangalore,100,650,115,DNB
Pediatrician,29,Dwarka Sector 6,Delhi,100,900,31,DNB
Pediatrician,26,Shalimar Bagh,Delhi,95,1000,55,DNB
Pediatrician,9,Ghatkopar West,Mumbai,100,800,59,DNB
Pediatrician,26,Banashankari,Bangalore,98,650,345,DNB
Pediatrician,18,Old Airport Road,Bangalore,100,850,49,DNB
Pediatrician,26,Matunga West,Mumbai,97,1500,30,DNB
Psychiatrist,11,Madhu Vihar,Delhi,93,900,14,DNB
Psychiatrist,4,Vasant Kunj,Delhi,98,1200,42,DNB
Psychiatrist,28,Patparganj,Delhi,92,1500,36,DNB
Psychiatrist,11,Rohini,Delhi,94,1000,17,DNB
Pulmonologist,6,Model Town 3,Delhi,84,800,25,DNB
Rheumatologist,19,Patparganj,Delhi,90,1400,40,DNB
Gastroenterologist,17,Powai,Mumbai,86,1000,57,DNB
Urologist,11,Rajajinagar,Bangalore,88,750,75,DNB
Rheumatologist,15,Wadala,Mumbai,89,1500,18,DNB
Urologist,26,Girgaon,Mumbai,75,2500,16,DNB
Urologist,19,Rohini Sector 3,Delhi,98,800,127,DNB
Urologist,23,Opera House,Mumbai,95,2000,19,DNB
Urologist,21,Hulimavu,Bangalore,91,700,43,DNB
Ophthalmologist,21,Jayanagar,Bangalore,100,600,20,Doctorate
Ophthalmologist,11,Padmanabhanagar,Bangalore,100,500,35,Doctorate
Ophthalmologist,15,Borivali East,Mumbai,100,600,109,Doctorate
Ophthalmologist,13,Ghatkopar,Mumbai,100,499,35,Doctorate
Chiropractor,11,Indiranagar,Bangalore,96,2500,1064,Doctorate
Chiropractor,14,Hazrat Nizamuddin,Delhi,85,3000,13,Doctorate
Pulmonologist,9,Malviya Nagar,Delhi,84,500,25,Doctorate
Cardiologist,16,Rajouri Garden,Delhi,88,1000,17,Doctorate
Physiotherapist,16,Dadar,Mumbai,96,1500,339,Doctorate
Physiotherapist,16,Prabhadevi,Mumbai,100,3000,24,Doctorate
Physiotherapist,25,Malleswaram,Bangalore,82,700,11,Doctorate
Chiropractor,5,Indiranagar,Bangalore,95,2500,185,Doctorate
Chiropractor,21,Bandra West,Mumbai,100,3000,391,Doctorate
Ophthalmologist,28,Bandra West,Mumbai,100,1000,77,DOMS
Ophthalmologist,6,Malad West,Mumbai,100,600,109,DOMS
Psychiatrist,24,Indiranagar,Bangalore,62,800,26,DPM
Psychiatrist,12,Naraina,Delhi,100,1600,21,DPM
Psychiatrist,13,Borivali,Mumbai,98,1500,102,DPM
Psychiatrist,14,Powai,Mumbai,99,1300,189,DPM
Psychiatrist,20,Cuffe Parade,Mumbai,100,2000,33,DPM
Psychiatrist,12,Bandra West,Mumbai,89,3000,19,DPM
Dermatologist,24,Goregaon East,Mumbai,93,1000,168,FCPS
Gynecologist,21,Bhandup West,Mumbai,93,2500,217,FCPS
Infertility Specialist,21,Bhandup West,Mumbai,93,2500,217,FCPS
Gynecologist,23,Malad West,Mumbai,100,1000,27,FCPS
Ophthalmologist,21,Powai,Mumbai,100,1100,55,FCPS
Neurologist,48,Sarita Vihar,Delhi,94,2000,957,FRCP
Pediatrician,38,Sarita Vihar,Delhi,97,1500,1000,FRCP
Orthopedist,29,Yelahanka,Bangalore,100,900,21,FRCS
Orthopedist,33,Hebbal,Bangalore,92,800,1654,FRCS
Orthopedist,13,Malad East,Mumbai,100,1100,410,FRCS
Psychiatrist,9,Nagarbhavi,Bangalore,99,850,117,MD
Psychiatrist,17,Chandra Layout,Bangalore,96,1000,27,MD
Psychiatrist,10,Vijayanagar,Bangalore,96,800,27,MD
Psychiatrist,17,Vijayanagar,Bangalore,100,1200,159,MD
Psychiatrist,5,HSR Layout,Bangalore,93,1250,55,MD
Psychiatrist,19,Karol Bagh,Delhi,100,1200,78,MD
Psychiatrist,15,Patel Nagar East,Delhi,99,1500,569,MD
Psychiatrist,13,Saket,Delhi,97,1500,39,MD
Psychiatrist,18,Pusa Road,Delhi,97,1200,39,MD
Psychiatrist,9,Pitampura,Delhi,100,1200,20,MD
Psychiatrist,9,Lajpat Nagar 4,Delhi,100,1000,11,MD
Psychiatrist,16,Azadpur,Delhi,94,1500,17,MD
Psychiatrist,3,Vasant Kunj,Delhi,94,1200,17,MD
Psychiatrist,17,South Extension 2,Delhi,78,1800,27,MD
Psychiatrist,16,Malviya Nagar,Delhi,97,900,159,MD
